date,store_id,item_id,sales,price,promo,weekday,month
2019-01-02,store_4,item_4,46,60.11,0,2,1
2019-01-02,store_4,item_5,34,24.05,0,2,1
2019-01-02,store_5,item_1,42,81.45,0,2,1
2019-01-02,store_5,item_2,30,58.1,0,2,1
2019-01-02,store_5,item_3,44,93.39,0,2,1
2019-01-02,store_5,item_4,36,95.54,0,2,1
2019-01-02,store_5,item_5,47,76.48,1,2,1
2019-01-03,store_1,item_1,39,21.3,0,3,1
2019-01-03,store_1,item_2,38,38.55,0,3,1
2019-01-03,store_1,item_3,40,82.6,0,3,1
2019-01-03,store_1,item_4,36,89.65,0,3,1
2019-01-03,store_1,item_5,28,69.38,0,3,1
2019-01-03,store_2,item_1,53,76.72,0,3,1
2019-01-03,store_2,item_2,39,37.22,0,3,1
2019-01-03,store_2,item_3,50,24.99,0,3,1
2019-01-03,store_2,item_4,56,85.11,0,3,1
2019-01-03,store_2,item_5,39,38.18,0,3,1
2019-01-03,store_3,item_1,45,59.81,0,3,1
2019-01-03,store_3,item_2,43,41.07,0,3,1
2019-01-03,store_3,item_3,54,75.51,0,3,1
2019-01-03,store_3,item_4,42,80.93,0,3,1
2019-01-03,store_3,item_5,34,55.74,0,3,1
2019-01-03,store_4,item_1,67,43.74,1,3,1
2019-01-03,store_4,item_2,41,89.27,0,3,1
2019-01-03,store_4,item_3,45,87.39,0,3,1
2019-01-03,store_4,item_4,41,60.11,0,3,1
2019-01-03,store_4,item_5,29,24.05,0,3,1
2019-01-03,store_5,item_1,57,65.16,1,3,1
2019-01-03,store_5,item_2,31,58.1,0,3,1
2019-01-03,store_5,item_3,36,93.39,0,3,1
2019-01-03,store_5,item_4,37,95.54,0,3,1
2019-01-03,store_5,item_5,28,95.6,0,3,1
2019-01-04,store_1,item_1,35,21.3,0,4,1
2019-01-04,store_1,item_2,28,38.55,0,4,1
2019-01-04,store_1,item_3,41,82.6,0,4,1
2019-01-04,store_1,item_4,29,89.65,0,4,1
2019-01-04,store_1,item_5,28,69.38,0,4,1
2019-01-04,store_2,item_1,44,76.72,0,4,1
2019-01-04,store_2,item_2,58,29.78,1,4,1
2019-01-04,store_2,item_3,40,24.99,0,4,1
2019-01-04,store_2,item_4,36,85.11,0,4,1
2019-01-04,store_2,item_5,26,38.18,0,4,1
2019-01-04,store_3,item_1,42,59.81,0,4,1
2019-01-04,store_3,item_2,33,41.07,0,4,1
2019-01-04,store_3,item_3,45,75.51,0,4,1
2019-01-04,store_3,item_4,36,80.93,0,4,1
2019-01-04,store_3,item_5,27,55.74,0,4,1
2019-01-04,store_4,item_1,36,54.67,0,4,1
2019-01-04,store_4,item_2,47,71.42,1,4,1
2019-01-04,store_4,item_3,55,69.91,1,4,1
2019-01-04,store_4,item_4,53,48.09,1,4,1
2019-01-04,store_4,item_5,29,24.05,0,4,1
2019-01-04,store_5,item_1,25,81.45,0,4,1
2019-01-04,store_5,item_2,27,58.1,0,4,1
2019-01-04,store_5,item_3,31,93.39,0,4,1
2019-01-04,store_5,item_4,26,95.54,0,4,1
2019-01-04,store_5,item_5,19,95.6,0,4,1
2019-01-05,store_1,item_1,51,17.04,1,5,1
2019-01-05,store_1,item_2,28,38.55,0,5,1
2019-01-05,store_1,item_3,29,82.6,0,5,1
2019-01-05,store_1,item_4,44,71.72,1,5,1
2019-01-05,store_1,item_5,20,69.38,0,5,1
2019-01-05,store_2,item_1,38,76.72,0,5,1
2019-01-05,store_2,item_2,32,37.22,0,5,1
2019-01-05,store_2,item_3,53,19.99,1,5,1
2019-01-05,store_2,item_4,32,85.11,0,5,1
2019-01-05,store_2,item_5,27,38.18,0,5,1
2019-01-05,store_3,item_1,53,47.85,1,5,1
2019-01-05,store_3,item_2,30,41.07,0,5,1
2019-01-05,store_3,item_3,32,75.51,0,5,1
2019-01-05,store_3,item_4,27,80.93,0,5,1
2019-01-05,store_3,item_5,29,55.74,0,5,1
2019-01-05,store_4,item_1,31,54.67,0,5,1
2019-01-05,store_4,item_2,28,89.27,0,5,1
2019-01-05,store_4,item_3,30,87.39,0,5,1
2019-01-05,store_4,item_4,36,60.11,0,5,1
2019-01-05,store_4,item_5,24,24.05,0,5,1
2019-01-05,store_5,item_1,33,81.45,0,5,1
2019-01-05,store_5,item_2,31,46.48,1,5,1
2019-01-05,store_5,item_3,30,93.39,0,5,1
2019-01-05,store_5,item_4,25,95.54,0,5,1
2019-01-05,store_5,item_5,24,95.6,0,5,1
2019-01-06,store_1,item_1,38,21.3,0,6,1
2019-01-06,store_1,item_2,24,38.55,0,6,1
2019-01-06,store_1,item_3,31,82.6,0,6,1
2019-01-06,store_1,item_4,32,89.65,0,6,1
2019-01-06,store_1,item_5,28,69.38,0,6,1
2019-01-06,store_2,item_1,43,76.72,0,6,1
2019-01-06,store_2,item_2,30,37.22,0,6,1
2019-01-06,store_2,item_3,36,24.99,0,6,1
2019-01-06,store_2,item_4,36,85.11,0,6,1
2019-01-06,store_2,item_5,32,38.18,0,6,1
2019-01-06,store_3,item_1,39,59.81,0,6,1
2019-01-06,store_3,item_2,30,41.07,0,6,1
2019-01-06,store_3,item_3,30,75.51,0,6,1
2019-01-06,store_3,item_4,36,80.93,0,6,1
2019-01-06,store_3,item_5,27,55.74,0,6,1
2019-01-06,store_4,item_1,54,43.74,1,6,1
2019-01-06,store_4,item_2,32,89.27,0,6,1
2019-01-06,store_4,item_3,34,87.39,0,6,1
2019-01-06,store_4,item_4,34,60.11,0,6,1
2019-01-06,store_4,item_5,30,24.05,0,6,1
2019-01-06,store_5,item_1,27,81.45,0,6,1
2019-01-06,store_5,item_2,24,58.1,0,6,1
2019-01-06,store_5,item_3,26,93.39,0,6,1
2019-01-06,store_5,item_4,31,95.54,0,6,1
2019-01-06,store_5,item_5,19,95.6,0,6,1
2019-01-07,store_1,item_1,45,21.3,0,0,1
2019-01-07,store_1,item_2,35,38.55,0,0,1
2019-01-07,store_1,item_3,33,82.6,0,0,1
2019-01-07,store_1,item_4,49,71.72,1,0,1
2019-01-07,store_1,item_5,25,69.38,0,0,1
2019-01-07,store_2,item_1,51,76.72,0,0,1
2019-01-07,store_2,item_2,40,37.22,0,0,1
2019-01-07,store_2,item_3,48,24.99,0,0,1
2019-01-07,store_2,item_4,45,85.11,0,0,1
2019-01-07,store_2,item_5,37,38.18,0,0,1
2019-01-07,store_3,item_1,40,59.81,0,0,1
2019-01-07,store_3,item_2,43,41.07,0,0,1
2019-01-07,store_3,item_3,48,75.51,0,0,1
2019-01-07,store_3,item_4,43,80.93,0,0,1
2019-01-07,store_3,item_5,44,44.59,1,0,1
2019-01-07,store_4,item_1,46,54.67,0,0,1
2019-01-07,store_4,item_2,37,89.27,0,0,1
2019-01-07,store_4,item_3,41,87.39,0,0,1
2019-01-07,store_4,item_4,43,60.11,0,0,1
2019-01-07,store_4,item_5,29,24.05,0,0,1
2019-01-07,store_5,item_1,37,81.45,0,0,1
2019-01-07,store_5,item_2,29,58.1,0,0,1
2019-01-07,store_5,item_3,32,93.39,0,0,1
2019-01-07,store_5,item_4,45,76.43,1,0,1
2019-01-07,store_5,item_5,23,95.6,0,0,1
2019-01-08,store_1,item_1,48,21.3,0,1,1
2019-01-08,store_1,item_2,35,38.55,0,1,1
2019-01-08,store_1,item_3,47,82.6,0,1,1
2019-01-08,store_1,item_4,41,89.65,0,1,1
2019-01-08,store_1,item_5,28,69.38,0,1,1
2019-01-08,store_2,item_1,54,76.72,0,1,1
2019-01-08,store_2,item_2,51,37.22,0,1,1
2019-01-08,store_2,item_3,53,24.99,0,1,1
2019-01-08,store_2,item_4,51,85.11,0,1,1
2019-01-08,store_2,item_5,44,38.18,0,1,1
2019-01-08,store_3,item_1,47,59.81,0,1,1
2019-01-08,store_3,item_2,47,41.07,0,1,1
2019-01-08,store_3,item_3,53,75.51,0,1,1
2019-01-08,store_3,item_4,44,80.93,0,1,1
2019-01-08,store_3,item_5,41,55.74,0,1,1
2019-01-08,store_4,item_1,47,54.67,0,1,1
2019-01-08,store_4,item_2,47,89.27,0,1,1
2019-01-08,store_4,item_3,76,69.91,1,1,1
2019-01-08,store_4,item_4,46,60.11,0,1,1
2019-01-08,store_4,item_5,38,24.05,0,1,1
2019-01-08,store_5,item_1,41,81.45,0,1,1
2019-01-08,store_5,item_2,36,58.1,0,1,1
2019-01-08,store_5,item_3,62,74.71,1,1,1
2019-01-08,store_5,item_4,35,95.54,0,1,1
2019-01-08,store_5,item_5,31,95.6,0,1,1
2019-01-09,store_1,item_1,50,21.3,0,2,1
2019-01-09,store_1,item_2,40,38.55,0,2,1
2019-01-09,store_1,item_3,48,82.6,0,2,1
2019-01-09,store_1,item_4,43,89.65,0,2,1
2019-01-09,store_1,item_5,33,69.38,0,2,1
2019-01-09,store_2,item_1,59,76.72,0,2,1
2019-01-09,store_2,item_2,47,37.22,0,2,1
2019-01-09,store_2,item_3,85,19.99,1,2,1
2019-01-09,store_2,item_4,57,85.11,0,2,1
2019-01-09,store_2,item_5,38,38.18,0,2,1
2019-01-09,store_3,item_1,60,59.81,0,2,1
2019-01-09,store_3,item_2,47,41.07,0,2,1
2019-01-09,store_3,item_3,57,75.51,0,2,1
2019-01-09,store_3,item_4,53,80.93,0,2,1
2019-01-09,store_3,item_5,59,44.59,1,2,1
2019-01-09,store_4,item_1,51,54.67,0,2,1
2019-01-09,store_4,item_2,47,89.27,0,2,1
2019-01-09,store_4,item_3,49,87.39,0,2,1
2019-01-09,store_4,item_4,55,60.11,0,2,1
2019-01-09,store_4,item_5,33,24.05,0,2,1
2019-01-09,store_5,item_1,45,81.45,0,2,1
2019-01-09,store_5,item_2,48,46.48,1,2,1
2019-01-09,store_5,item_3,43,93.39,0,2,1
2019-01-09,store_5,item_4,53,76.43,1,2,1
2019-01-09,store_5,item_5,26,95.6,0,2,1
2019-01-10,store_1,item_1,44,21.3,0,3,1
2019-01-10,store_1,item_2,39,38.55,0,3,1
2019-01-10,store_1,item_3,44,82.6,0,3,1
2019-01-10,store_1,item_4,39,89.65,0,3,1
2019-01-10,store_1,item_5,29,69.38,0,3,1
2019-01-10,store_2,item_1,50,76.72,0,3,1
2019-01-10,store_2,item_2,65,29.78,1,3,1
2019-01-10,store_2,item_3,50,24.99,0,3,1
2019-01-10,store_2,item_4,51,85.11,0,3,1
2019-01-10,store_2,item_5,37,38.18,0,3,1
2019-01-10,store_3,item_1,74,47.85,1,3,1
2019-01-10,store_3,item_2,36,41.07,0,3,1
2019-01-10,store_3,item_3,50,75.51,0,3,1
2019-01-10,store_3,item_4,45,80.93,0,3,1
2019-01-10,store_3,item_5,57,44.59,1,3,1
2019-01-10,store_4,item_1,51,54.67,0,3,1
2019-01-10,store_4,item_2,42,89.27,0,3,1
2019-01-10,store_4,item_3,36,87.39,0,3,1
2019-01-10,store_4,item_4,36,60.11,0,3,1
2019-01-10,store_4,item_5,51,19.24,1,3,1
2019-01-10,store_5,item_1,40,81.45,0,3,1
2019-01-10,store_5,item_2,26,58.1,0,3,1
2019-01-10,store_5,item_3,37,93.39,0,3,1
2019-01-10,store_5,item_4,44,95.54,0,3,1
2019-01-10,store_5,item_5,25,95.6,0,3,1
2019-01-11,store_1,item_1,38,21.3,0,4,1
2019-01-11,store_1,item_2,30,38.55,0,4,1
2019-01-11,store_1,item_3,33,82.6,0,4,1
2019-01-11,store_1,item_4,47,71.72,1,4,1
2019-01-11,store_1,item_5,27,69.38,0,4,1
2019-01-11,store_2,item_1,48,76.72,0,4,1
2019-01-11,store_2,item_2,41,37.22,0,4,1
2019-01-11,store_2,item_3,41,24.99,0,4,1
2019-01-11,store_2,item_4,41,85.11,0,4,1
2019-01-11,store_2,item_5,32,38.18,0,4,1
2019-01-11,store_3,item_1,39,59.81,0,4,1
2019-01-11,store_3,item_2,34,41.07,0,4,1
2019-01-11,store_3,item_3,66,60.41,1,4,1
2019-01-11,store_3,item_4,37,80.93,0,4,1
2019-01-11,store_3,item_5,32,55.74,0,4,1
2019-01-11,store_4,item_1,41,54.67,0,4,1
2019-01-11,store_4,item_2,36,89.27,0,4,1
2019-01-11,store_4,item_3,38,87.39,0,4,1
2019-01-11,store_4,item_4,37,60.11,0,4,1
2019-01-11,store_4,item_5,29,24.05,0,4,1
2019-01-11,store_5,item_1,32,81.45,0,4,1
2019-01-11,store_5,item_2,22,58.1,0,4,1
2019-01-11,store_5,item_3,32,93.39,0,4,1
2019-01-11,store_5,item_4,27,95.54,0,4,1
2019-01-11,store_5,item_5,22,95.6,0,4,1
2019-01-12,store_1,item_1,30,21.3,0,5,1
2019-01-12,store_1,item_2,24,38.55,0,5,1
2019-01-12,store_1,item_3,29,82.6,0,5,1
2019-01-12,store_1,item_4,29,89.65,0,5,1
2019-01-12,store_1,item_5,23,69.38,0,5,1
2019-01-12,store_2,item_1,41,76.72,0,5,1
2019-01-12,store_2,item_2,51,29.78,1,5,1
2019-01-12,store_2,item_3,58,19.99,1,5,1
2019-01-12,store_2,item_4,54,68.09,1,5,1
2019-01-12,store_2,item_5,32,38.18,0,5,1
2019-01-12,store_3,item_1,43,59.81,0,5,1
2019-01-12,store_3,item_2,34,41.07,0,5,1
2019-01-12,store_3,item_3,37,75.51,0,5,1
2019-01-12,store_3,item_4,48,64.75,1,5,1
2019-01-12,store_3,item_5,24,55.74,0,5,1
2019-01-12,store_4,item_1,48,43.74,1,5,1
2019-01-12,store_4,item_2,31,89.27,0,5,1
2019-01-12,store_4,item_3,30,87.39,0,5,1
2019-01-12,store_4,item_4,30,60.11,0,5,1
2019-01-12,store_4,item_5,25,24.05,0,5,1
2019-01-12,store_5,item_1,34,81.45,0,5,1
2019-01-12,store_5,item_2,35,46.48,1,5,1
2019-01-12,store_5,item_3,25,93.39,0,5,1
2019-01-12,store_5,item_4,29,95.54,0,5,1
2019-01-12,store_5,item_5,25,95.6,0,5,1
2019-01-13,store_1,item_1,48,17.04,1,6,1
2019-01-13,store_1,item_2,30,38.55,0,6,1
2019-01-13,store_1,item_3,29,82.6,0,6,1
2019-01-13,store_1,item_4,29,89.65,0,6,1
2019-01-13,store_1,item_5,26,69.38,0,6,1
2019-01-13,store_2,item_1,40,76.72,0,6,1
2019-01-13,store_2,item_2,34,37.22,0,6,1
2019-01-13,store_2,item_3,35,24.99,0,6,1
2019-01-13,store_2,item_4,36,85.11,0,6,1
2019-01-13,store_2,item_5,30,38.18,0,6,1
2019-01-13,store_3,item_1,40,59.81,0,6,1
2019-01-13,store_3,item_2,30,41.07,0,6,1
2019-01-13,store_3,item_3,42,75.51,0,6,1
2019-01-13,store_3,item_4,39,80.93,0,6,1
2019-01-13,store_3,item_5,20,55.74,0,6,1
2019-01-13,store_4,item_1,33,54.67,0,6,1
2019-01-13,store_4,item_2,32,89.27,0,6,1
2019-01-13,store_4,item_3,53,69.91,1,6,1
2019-01-13,store_4,item_4,37,60.11,0,6,1
2019-01-13,store_4,item_5,22,24.05,0,6,1
2019-01-13,store_5,item_1,31,81.45,0,6,1
2019-01-13,store_5,item_2,23,58.1,0,6,1
2019-01-13,store_5,item_3,29,93.39,0,6,1
2019-01-13,store_5,item_4,27,95.54,0,6,1
2019-01-13,store_5,item_5,21,95.6,0,6,1
2019-01-14,store_1,item_1,40,21.3,0,0,1
2019-01-14,store_1,item_2,31,38.55,0,0,1
2019-01-14,store_1,item_3,39,82.6,0,0,1
2019-01-14,store_1,item_4,37,89.65,0,0,1
2019-01-14,store_1,item_5,28,69.38,0,0,1
2019-01-14,store_2,item_1,50,76.72,0,0,1
2019-01-14,store_2,item_2,40,37.22,0,0,1
2019-01-14,store_2,item_3,72,19.99,1,0,1
2019-01-14,store_2,item_4,42,85.11,0,0,1
2019-01-14,store_2,item_5,37,38.18,0,0,1
2019-01-14,store_3,item_1,49,59.81,0,0,1
2019-01-14,store_3,item_2,42,41.07,0,0,1
2019-01-14,store_3,item_3,43,75.51,0,0,1
2019-01-14,store_3,item_4,42,80.93,0,0,1
2019-01-14,store_3,item_5,33,55.74,0,0,1
2019-01-14,store_4,item_1,41,54.67,0,0,1
2019-01-14,store_4,item_2,37,89.27,0,0,1
2019-01-14,store_4,item_3,62,69.91,1,0,1
2019-01-14,store_4,item_4,44,60.11,0,0,1
2019-01-14,store_4,item_5,28,24.05,0,0,1
2019-01-14,store_5,item_1,37,81.45,0,0,1
2019-01-14,store_5,item_2,29,58.1,0,0,1
2019-01-14,store_5,item_3,37,93.39,0,0,1
2019-01-14,store_5,item_4,33,95.54,0,0,1
2019-01-14,store_5,item_5,25,95.6,0,0,1
2019-01-15,store_1,item_1,46,21.3,0,1,1
2019-01-15,store_1,item_2,38,38.55,0,1,1
2019-01-15,store_1,item_3,42,82.6,0,1,1
2019-01-15,store_1,item_4,39,89.65,0,1,1
2019-01-15,store_1,item_5,31,69.38,0,1,1
2019-01-15,store_2,item_1,56,76.72,0,1,1
2019-01-15,store_2,item_2,52,37.22,0,1,1
2019-01-15,store_2,item_3,59,24.99,0,1,1
2019-01-15,store_2,item_4,51,85.11,0,1,1
2019-01-15,store_2,item_5,42,38.18,0,1,1
2019-01-15,store_3,item_1,51,59.81,0,1,1
2019-01-15,store_3,item_2,48,41.07,0,1,1
2019-01-15,store_3,item_3,57,75.51,0,1,1
2019-01-15,store_3,item_4,55,80.93,0,1,1
2019-01-15,store_3,item_5,39,55.74,0,1,1
2019-01-15,store_4,item_1,46,54.67,0,1,1
2019-01-15,store_4,item_2,65,71.42,1,1,1
2019-01-15,store_4,item_3,73,69.91,1,1,1
2019-01-15,store_4,item_4,48,60.11,0,1,1
2019-01-15,store_4,item_5,35,24.05,0,1,1
2019-01-15,store_5,item_1,45,81.45,0,1,1
2019-01-15,store_5,item_2,36,58.1,0,1,1
2019-01-15,store_5,item_3,56,74.71,1,1,1
2019-01-15,store_5,item_4,38,95.54,0,1,1
2019-01-15,store_5,item_5,29,95.6,0,1,1
2019-01-16,store_1,item_1,47,21.3,0,2,1
2019-01-16,store_1,item_2,42,38.55,0,2,1
2019-01-16,store_1,item_3,43,82.6,0,2,1
2019-01-16,store_1,item_4,44,89.65,0,2,1
2019-01-16,store_1,item_5,33,69.38,0,2,1
2019-01-16,store_2,item_1,84,61.38,1,2,1
2019-01-16,store_2,item_2,48,37.22,0,2,1
2019-01-16,store_2,item_3,58,24.99,0,2,1
2019-01-16,store_2,item_4,59,85.11,0,2,1
2019-01-16,store_2,item_5,47,38.18,0,2,1
2019-01-16,store_3,item_1,55,59.81,0,2,1
2019-01-16,store_3,item_2,43,41.07,0,2,1
2019-01-16,store_3,item_3,52,75.51,0,2,1
2019-01-16,store_3,item_4,55,80.93,0,2,1
2019-01-16,store_3,item_5,55,44.59,1,2,1
2019-01-16,store_4,item_1,53,54.67,0,2,1
2019-01-16,store_4,item_2,46,89.27,0,2,1
2019-01-16,store_4,item_3,51,87.39,0,2,1
2019-01-16,store_4,item_4,52,60.11,0,2,1
2019-01-16,store_4,item_5,35,24.05,0,2,1
2019-01-16,store_5,item_1,46,81.45,0,2,1
2019-01-16,store_5,item_2,41,58.1,0,2,1
2019-01-16,store_5,item_3,50,93.39,0,2,1
2019-01-16,store_5,item_4,45,95.54,0,2,1
2019-01-16,store_5,item_5,36,95.6,0,2,1
2019-01-17,store_1,item_1,46,21.3,0,3,1
2019-01-17,store_1,item_2,41,38.55,0,3,1
2019-01-17,store_1,item_3,42,82.6,0,3,1
2019-01-17,store_1,item_4,60,71.72,1,3,1
2019-01-17,store_1,item_5,38,69.38,0,3,1
2019-01-17,store_2,item_1,59,76.72,0,3,1
2019-01-17,store_2,item_2,69,29.78,1,3,1
2019-01-17,store_2,item_3,75,19.99,1,3,1
2019-01-17,store_2,item_4,49,85.11,0,3,1
2019-01-17,store_2,item_5,40,38.18,0,3,1
2019-01-17,store_3,item_1,51,59.81,0,3,1
2019-01-17,store_3,item_2,50,41.07,0,3,1
2019-01-17,store_3,item_3,49,75.51,0,3,1
2019-01-17,store_3,item_4,48,80.93,0,3,1
2019-01-17,store_3,item_5,36,55.74,0,3,1
2019-01-17,store_4,item_1,54,54.67,0,3,1
2019-01-17,store_4,item_2,41,89.27,0,3,1
2019-01-17,store_4,item_3,71,69.91,1,3,1
2019-01-17,store_4,item_4,48,60.11,0,3,1
2019-01-17,store_4,item_5,31,24.05,0,3,1
2019-01-17,store_5,item_1,41,81.45,0,3,1
2019-01-17,store_5,item_2,36,58.1,0,3,1
2019-01-17,store_5,item_3,37,93.39,0,3,1
2019-01-17,store_5,item_4,35,95.54,0,3,1
2019-01-17,store_5,item_5,31,95.6,0,3,1
2019-01-18,store_1,item_1,40,21.3,0,4,1
2019-01-18,store_1,item_2,32,38.55,0,4,1
2019-01-18,store_1,item_3,35,82.6,0,4,1
2019-01-18,store_1,item_4,34,89.65,0,4,1
2019-01-18,store_1,item_5,27,69.38,0,4,1
2019-01-18,store_2,item_1,42,76.72,0,4,1
2019-01-18,store_2,item_2,41,37.22,0,4,1
2019-01-18,store_2,item_3,44,24.99,0,4,1
2019-01-18,store_2,item_4,45,85.11,0,4,1
2019-01-18,store_2,item_5,34,38.18,0,4,1
2019-01-18,store_3,item_1,42,59.81,0,4,1
2019-01-18,store_3,item_2,38,41.07,0,4,1
2019-01-18,store_3,item_3,36,75.51,0,4,1
2019-01-18,store_3,item_4,40,80.93,0,4,1
2019-01-18,store_3,item_5,31,55.74,0,4,1
2019-01-18,store_4,item_1,44,54.67,0,4,1
2019-01-18,store_4,item_2,32,89.27,0,4,1
2019-01-18,store_4,item_3,39,87.39,0,4,1
2019-01-18,store_4,item_4,38,60.11,0,4,1
2019-01-18,store_4,item_5,40,19.24,1,4,1
2019-01-18,store_5,item_1,33,81.45,0,4,1
2019-01-18,store_5,item_2,23,58.1,0,4,1
2019-01-18,store_5,item_3,35,93.39,0,4,1
2019-01-18,store_5,item_4,29,95.54,0,4,1
2019-01-18,store_5,item_5,22,95.6,0,4,1
2019-01-19,store_1,item_1,33,21.3,0,5,1
2019-01-19,store_1,item_2,28,38.55,0,5,1
2019-01-19,store_1,item_3,30,82.6,0,5,1
2019-01-19,store_1,item_4,32,89.65,0,5,1
2019-01-19,store_1,item_5,18,69.38,0,5,1
2019-01-19,store_2,item_1,37,76.72,0,5,1
2019-01-19,store_2,item_2,36,37.22,0,5,1
2019-01-19,store_2,item_3,35,24.99,0,5,1
2019-01-19,store_2,item_4,45,85.11,0,5,1
2019-01-19,store_2,item_5,29,38.18,0,5,1
2019-01-19,store_3,item_1,60,47.85,1,5,1
2019-01-19,store_3,item_2,40,41.07,0,5,1
2019-01-19,store_3,item_3,37,75.51,0,5,1
2019-01-19,store_3,item_4,35,80.93,0,5,1
2019-01-19,store_3,item_5,28,55.74,0,5,1
2019-01-19,store_4,item_1,36,54.67,0,5,1
2019-01-19,store_4,item_2,29,89.27,0,5,1
2019-01-19,store_4,item_3,41,87.39,0,5,1
2019-01-19,store_4,item_4,52,48.09,1,5,1
2019-01-19,store_4,item_5,25,24.05,0,5,1
2019-01-19,store_5,item_1,33,81.45,0,5,1
2019-01-19,store_5,item_2,35,46.48,1,5,1
2019-01-19,store_5,item_3,28,93.39,0,5,1
2019-01-19,store_5,item_4,26,95.54,0,5,1
2019-01-19,store_5,item_5,25,95.6,0,5,1
2019-01-20,store_1,item_1,39,21.3,0,6,1
2019-01-20,store_1,item_2,32,38.55,0,6,1
2019-01-20,store_1,item_3,35,82.6,0,6,1
2019-01-20,store_1,item_4,32,89.65,0,6,1
2019-01-20,store_1,item_5,23,69.38,0,6,1
2019-01-20,store_2,item_1,44,76.72,0,6,1
2019-01-20,store_2,item_2,34,37.22,0,6,1
2019-01-20,store_2,item_3,39,24.99,0,6,1
2019-01-20,store_2,item_4,43,85.11,0,6,1
2019-01-20,store_2,item_5,29,38.18,0,6,1
2019-01-20,store_3,item_1,41,59.81,0,6,1
2019-01-20,store_3,item_2,34,41.07,0,6,1
2019-01-20,store_3,item_3,40,75.51,0,6,1
2019-01-20,store_3,item_4,39,80.93,0,6,1
2019-01-20,store_3,item_5,30,55.74,0,6,1
2019-01-20,store_4,item_1,45,54.67,0,6,1
2019-01-20,store_4,item_2,31,89.27,0,6,1
2019-01-20,store_4,item_3,36,87.39,0,6,1
2019-01-20,store_4,item_4,32,60.11,0,6,1
2019-01-20,store_4,item_5,26,24.05,0,6,1
2019-01-20,store_5,item_1,28,81.45,0,6,1
2019-01-20,store_5,item_2,27,58.1,0,6,1
2019-01-20,store_5,item_3,27,93.39,0,6,1
2019-01-20,store_5,item_4,27,95.54,0,6,1
2019-01-20,store_5,item_5,21,95.6,0,6,1
2019-01-21,store_1,item_1,38,21.3,0,0,1
2019-01-21,store_1,item_2,35,38.55,0,0,1
2019-01-21,store_1,item_3,40,82.6,0,0,1
2019-01-21,store_1,item_4,41,89.65,0,0,1
2019-01-21,store_1,item_5,30,69.38,0,0,1
2019-01-21,store_2,item_1,51,76.72,0,0,1
2019-01-21,store_2,item_2,58,29.78,1,0,1
2019-01-21,store_2,item_3,50,24.99,0,0,1
2019-01-21,store_2,item_4,44,85.11,0,0,1
2019-01-21,store_2,item_5,42,38.18,0,0,1
2019-01-21,store_3,item_1,70,47.85,1,0,1
2019-01-21,store_3,item_2,39,41.07,0,0,1
2019-01-21,store_3,item_3,47,75.51,0,0,1
2019-01-21,store_3,item_4,43,80.93,0,0,1
2019-01-21,store_3,item_5,31,55.74,0,0,1
2019-01-21,store_4,item_1,68,43.74,1,0,1
